review,label
understand busi get two star dont go cost $154 oil chang two air filter even though manag made 7am appt staff start work 8am felt readi take advantag need oil chang air filter took almost two half hour servic hope enjoy $154 last money get walmart much bettrr price never taken hour cabin air filter cost $13 $25 instal buyer bewar,negative
realli great experi car troubl wheel bear manag ty super help hook good deal get back la tri figur fastest way get problem fix made sure wont experi reoccur problem realli busi day still manag fit could get home highli recommend,positive
report other grumpi desk manag tri sell unnecessari servic store manag need custom servic lesson go big tire road near grand,negative
order 2 tire monday octob 15th told would come victorvil ca approxim 350 mile would around thursday octob 18th come thursday dont hear anyth - call friday morn 900 individu front desk tell hell check order call right back final get tire wait call back around 1130 told order never got ship look wednesday oct 24th need tire car show wasnt abl attend also entir process pat didnt call back one time - keep call see busi act like doesnt want busi way get tire would use busi edit review tire come mount/bal - bad feel deal peopl *edit* tire came yesterday octob 24th around 245 pm ask time close need tire mounted/balanc asap although close 7 pm would get next day told unaccept need tire mount balanc day - sinc alreadi week late due order screw-up end take tires/wheel discount tire bell road mount/bal 1 hour abl spend rest even prepping/dip wheel moral stori never go goodyear auto servic center everyth failur followup order follow contact custom make concess mount/bal tire day would tri make thing right possibl busi listen guy counter tri con old ladi get 3-pack align $7500 - add rate 12 star - ill round,negative
expect wait hour thorough awesom spend day oil chang free wifi though guy counter also wasnt friendli,negative
use love place guy ran cool honest help today initi experi new counter guy hesit leav car like back servic end okay like said whatev new front desk guy felt like talk like verg sham place use open sunday due staf moment dont even tri book appoint line sunday redirect think go find new place oil chang car tune upssad use love go,negative
took car get quot brake car 2011 41300 mile want replac pad rotor say rotor rust quot $660 four took car dealership said rear brake pad need replac least year left front pad also said could easili machin rotor remov rust typic auto repair shop tri steal money especi young women go shop,negative
take car unless want someth mess took car oil chang told brake fluid would need chang extra 75 buck saw oil light car go week took get look anoth week found nice surpis later cap wasnt screw right last oil chang car engin damag guy worst shop charlott,negative
ive use goodyear sever time year locat conveni work uptown park walk ive use oil chang tire rotat inspect noth major servic complaint alway good job give servic request time request itcant ask much,negative
took car yearli inspect surpris car fail quot us $200 repair work light - seem work fine took car street second opinion car pass issu there someth suspici place im sayin,negative
surpris locat 1 star rate review seem outdat year must improv sinc 2007 ive never problem taken car sever time mostli conveni home work walk distanc import car doesnt work alway charg price quot given servic expect extra thrown unexpectedli dont think ive ever wait 2 hour car even park lot full im car expert gener get dad advic repair get agre servic cost place keep tell come back anyway best auto shop ive ever id say fair averag servic isnt half bad especi conveni locat certainli deserv 1 star,negative
simpl item turn larg bill thought charg excess question servic state need unfortunatey time routin mechan thought would convien work locat shopper bewar,negative
visit locat back drive diesel told oil chang would bit expens alreadi knew took 2 hour chang oil final price $93 shock locat great sinc live uptown servic price total unreason,negative
ask mount balanc good laugh buy tire tire rackonlin goodyear quot $154 dollar put tire id highli recommend kirbi & kale elizabeth area servic $40,negative
chang oil serpentin belt hurri great job look new place sinc advanc went bad pep boy confid right guy tanner best,positive
lot neg review guess add first got old bait switch told one price show doubl tri old price quot new employe ya uh-huh hear mechan back say f****-it look good enough mani neg review must see look els youv warn,negative
andrew guy rude ask need air check actual sent discount tire busi check car havent around tire shop send differ tire shop especi competit wine due lazi provid custom servic work love open door told psi rude courag open someon door okay honestli hope he mental ill definit feel bad leav post,negative
never thought would check coupon oil chang call see could get day told stop hour appoint got swamp sinc couldnt leav car coupl hour opt come back coupl hour later oil chang everyth els check tire rotat happi servic go back,positive
came align need work done sadli budget guy help honest never felt like ive better hand automot place friendli will work within mean custom satisfact truli thank automot place doesnt take advantag,positive
came oil chang work uniform busi take fine understand made appoint 2 day advanc oil chang kenni took name number make model car said set appoint saturday 10 came time civilian cloth told appoint would 2 hour wait oil chang didnt rememb come make appoint proceed ask job militari long ive didnt show id realli didnt rememb come make appoint would known militari least get stori togeth your go lie,negative
stay away compani dont get wrong peopl nice uneth tri tell part need replac still good thing site would good oil chang everyth els charg arm leg issu manag wont listen talk support necessari charg custom manag basic told uncl mechan 30 year doesnt know uncl fix problem $40 part versu $400 quot,negative
pleas courteou profession servic receiv ken kenni check engin light issu address problem repair much less expect seem honest approach realli relief new surpris need find trustworthi repair shop tri find make extra issu fix hope real deal time tell,positive
ken kenni knowledg give straight wont get feel tri get unneed work maxim sale honestli tell done wait great feel place close home highli recommend,positive
coupon went new locat oil chang husband also mention might need need front brake check part inspect call hour later upset news say pad rotor need replac let front pad get low damag rotor husband said would need wait sinc didnt $700 avail time got car home pull wheel inspect damag one groov rotor pad least 2000 mile left good first impress found didnt replac screw oil filter cover either flop around week caus weird nois couldnt pinpoint told rotat tire done recommend either mechan dont know someth purpos jack repair bill update-her oil filter cover held one rivet realli guy,negative
first last time rent hertz expens car rental compani decid treat luxuri suv alway assum hertz great custom servic arriv rental counter 3 peopl deep line wrap around zig zag pole self check in fill complet bedlom got smart phone rent suv next door competitor joke compani,negative
driest slowest custom servic compani need get car readi whatev heck mean sinc ive rent locat compani go garag get car dont even car rent onlin get job done compar compani guess bad far far away best even descent dont expect help either matter fact slogan bad hertz,negative
unless hour wast pleas dont rent hertz la vega locat despit reserv wait hour point direct self-serv kiosk spoke rep locat elsewher rep couldnt even bother guid us next step pick vehicl initi check process thu found wander around garag tri find rep would direct us vehicl final encount hertz employe direct us specif vehicl clearli told us could take howev arriv exit gate employe station proceed interrog us regard took vehicl told us could take specif demand provid name employe talk two second never identifi attempt explain went proper procedur check obtain vehicl individu character explan rude time rep allow us leav garag vehicl alreadi paid entir check process taken hour half think ill use anoth compani,negative
terribl custom servic center pressur buy kind stuff clerk gave bad look said thank,negative
custom repres got tonight didnt want rent tonight rude rent local debit card cours call say need two form id dont tell counter never rent cancel rental reserv also,negative
great experi gold member receiv email car get stall number wait time line howev car state email stall went gold member servic counter correct mix immedi within 10 min clean car quick servic unnecessari surpris charg go-to rental car servic,positive
absolut peopl line yet employe behind counter refus help us instead refer us hertz live agent machin look point live agent machin understand suppos hertz solut long line refer us use machin absolut line poor custom servic custom servic realli import hertz said make polici clear agent,negative
awar cheat compani horribl worst hertz ever experienc wait 40 minut get speak agent nightmar began first lost damag waiver insur alon cost someth like $2699 per day claim car rental provid cheaper option lie packag person liabil insur ldw sinc im profession insur cant tell - anyon pleas justifi whether said true second walk garag get car wrong car park number assign thank god agent garag assign anoth car - saw car realiz tri cheat cheaper/ lower grade car went back ask third car overheard guy front argu thing third tri wasnt grade car paid rather cheaper car final gave late decid leav aw place last month rent car avi went well agent even told better deal day could lower price got great car happi conclus never go back hertz,negative
worst hertz locat ever husband like hertz never arriv la vega - famili often - without someth wrong car usual return car next day someth mechan wrong often total wrong car full size economi even though wed reserv anoth size last time car filthi insid wash upon leav - couldnt deal sticki far bring back notic said last time - someth goe wrong that time actual car order - hooray stench mean stench cigarett smoke unbear complain say okay return car repar hassl never write neg review rule complain noth chang worst,negative
hand worst car rental experi ive ever normal go avi obviou done book car specif toyota priu aaa alli group onlin 205 upon arriv speak ladi kiosk person might well face time tell get ford fusion that requested/book onlin ask priu one pictur email priu liftback say there one priu navig automat ad 36 buck that book onlin keep mind 165 tax fee bring 205 ask want charg alreadi 21 buck fine total come 274 chang leav 17 buck charg idea ask specifi say maam screen read front say fine last time im book okay maam card also stay author anoth 476 turn vehicl got kid 276 plu 476 hold card glad wasnt brought vega servic absolut horribl never book addit dont even give priu intermedi car describ gave priu c thank love that compact shouldnt charg,negative
rent hertz hurt get system go sometim youv wait hour altern give good would nice system place process rental car reserv paid ahead time,negative
horribl experi trip vega frequent first time use hertz got gave us total 3 time amount book onlin fix good thing confirm notic got car load trunk 3 bag trunk space great got car smell heavi marijuana attend told us go back desk get new car got car trunk enough room 2 bag went back ask anoth car gave us anoth car one even smaller would bare fit 4 us let alon luggag book websit said car seat 5 said didnt anyth els gave ask first car gave us would drive window bear smell could buy fabric refresh return inspect car told us scratch dent told alreadi didnt seem initi inspect conveni made us fill incid report let know damag alreadi didnt charg us final ask us fill ga tank said ye said need receipt otherwis would charg us ga well nobodi told begin need receipt didnt get one paid cash said would waiv time us favor never rent,negative
appar locat known illegitim fuel charg im gold member alway fill ga alway stay receipt also return confirm charg howev last night la one person work return 6 car wait go catch flight guy told us go ahead email charg fuel fill beforehand renter awar get airport earli return stay check make sure dont charg extra fuel,negative
good clean car decent militari discount downsid talk repres video screen rental process repres accent difficult understand almost said ye higher rental rate anoth vehicl figur ask real person talk video person make big differ remaind process smooth easi,positive
hertz #1 car rental reason impecc custom servic aim get quickli possibl ive use mani rental car compani & hertz realli stand car ive receiv alway reserv better brand new & great condit also take debit card & rent peopl 25 provid purchas $25/day full coverag insur thing hold back 5-star insist brine back receipt ga went 75 mile seem penny-pinch & even though im sure save hertz ga & make money seem petti,positive
respons peter upset could get free upgrad pricelin rental friend take pictur tri intimid give someth free knew would go yelppeopl like alway doi happi train spot opportunist give init shame like disparag peopl sick reasonsi hope enjoy kiamanag alreadi pull tape flash travel agent card friend take pictur rent carthey also know liar 2 co-work heard conversationnext time show littl class pay upgradeintimid ugli,positive
sign hertz gold avoid long wait rental counter reserv ford focu similar focu compact car never rent subcompact given yari went back hertz gold desk request compact told hertz consid focu yari equival subsitut versa 109 horsepow vs yari 106 absolut refus upgrad compact point ask free upgrad base promin sign free upgrad hertz gold appar valid reserv mid-siz car start point annoy took versa avoid wast one second vacat hertz bait switch tactic lost custom two week intern car rental plan june hertz news flash hertz compact differ class subcompact ford focu compact similar car would includ corolla civic jetta mazda3 dart impreza subcompact includ chevrolet sonic ford fiesta honda fit hyundai accent kia rio mazda 2 nissan versa scion xd suzuki swift toyota yari two similar hardli yari msrp $14895 curb weight 2315 2335 lb horsepow 106 engin 15 l 4-cylind dimens 156 l x 67 w x 59 h focu msrp $17225 curb weight 2935 3055 lb horsepow 123 350 hp engin 20l 4-cyl dimens 172-179 l x 72 w x 58 h note avi offer economi compact categori clearli know differ,negative
decent rental servic typic airport rental feel - bit rush conveni park garag system pretti fluid easi receiv great rate usaa save bit money dont recommend take manag special unless dont mind mitsubishi mirag smaller vehicl,positive
worst hertz ive ever experienc worst forev sinc im move away hertz time firstli expect standard size car 356 per day 4 day drive round trip grand canyon nation park guy welcom us advis us 1 huge discount upgrad suv 2 fuel purchas option first one ask much need pay suv said 25 guess 25 total never thought could 25 per day pluse 25 price differ list websit pleas tell freak huge discount way im choos suv instead origin choic guy suggest safeti concern believ there need suv second one fuel purchas option guy said go medium price 259 someth rememb drive ga station around 229 even 76 chevron 24/gallon pleas tell come 259 medium price wors slide card ask bring car back half-ful remain ga refud believ rent avi well return ask make sure turn said nohow come didnt tell slide card hertz gold member hertz alway first choic time feel betray guy still rent hertz suggest buy upgrad option slide card understand everyth,negative
im give one star review sneaki person video kiosk sure actual call rent car week pricelin person screen confirm rental full size car alreadi paid chevi impala husband brought expir credit card whoop use debit card deposit normal hold $200 long stori short end week husband notic theyd taken $400 account look close contract said wed upgrad chevi impalaw paid kind didnt seem make sens husband went speak someon origin rep upgrad car one option without even ask took sever hour day away vacat straighten thing way fix husband return car meant leav fill ga tank come back unload stuff differ car actual better didnt leather seat sun roof issu signific anyway person spoke day chuck super fix everyth abl refund us like sneaki behavior origin rep care rent car hertz im guess may quit common origin guy get zero star chuck get 5 star,negative
lot neg review good get im gold member flew name board paid vehicl readi go fuss easi get return simpl car look final total receipt print given complaint car servic,positive
worst rental car compani ever 5 year ago la hertz rel good car rental co downhil sinc gener sadli true center ive visit citi doubt ill use unless there choic desk understaf frankli tele-servic kiosk scheme doesnt give person touch whatsoev - one tri use work absolut worst thing hertz howev abysm condit fleet limit number car avail either car reserv one car type dent 45000 mile smell like cigarett smoke custom servic unfriendli unapologet today told could wait around see come sorri last thing want spend busi trip vacat wait hertz rental center,negative
could give star would locat wors three bad vehicl peopl one need oil chang overh one mainten requir third rental car overh end strand two hour highway emerg roadsid never show call us back confirm safeti manag could care less offer us money next return would crazi enough rent also attempt charg late rental fee car return although exchang car got destin also prepaid wors experi ever ruin vacat sinc keep go back forth terribl vehicl save troubl rent first last time rent hertz never use compani,negative
rent car hertz past 10 yr never given lesser car ask never ask manag special meant whatev car rent cheaper either say surpris meant im surpris bad treat custom drive around vega beat sub compact minivan,negative
rental car locat horribl first time rent car decent yet rude worker still remain lifeless disgust second time came hertz gave us economi car even though reserv compact car wouldnt even give refund fault felt bad 20 peopl wait line rental lot car even made reserv what point reserv arent go car oh manag big fat asshol problem rental reserv time told us that problem mine stop wast time top wait 45 min hear say car disgust well passeng side car adjust seat bunch sticki gunk diaper underneath seat bad fishi scent came ac everi time turn car plain dirti insid also charg full tank ga even full tank ga arriv back never ever come back need train worker custom servic class better yet fire worker + manag hire new one bad bad bad bad name compani,negative
hertz bomb twice first car hundr peopl denver paid intermedi took 40 minut get car check nissan versa compact contract clearli state intermedi versa compact would answer phone want wast vacat kind compani happen hertz star,negative
miser slow like last 3 time worst part vega visit toy give bad review figur one time bad experi multi year trend,negative
avoid rent locat possibl prepaid reserv arriv 200 peopl line 4 hour wait car clearli hertz prefer collect money late return offer assist credit whatsoev paid reserv luckili abl get refund reserv took cab hotel hertz answer ask cab fare assist book anoth compani simpli told us go wait line make call seem common hertz line alway long noth seem easi similar issu san diego never issu alamo enterpris unfortun use hot-wir take risk keep mind - especi see good true rate,negative
husband left cell phone rental car return hertz dec 30th file phone system phone lost 1/4 receiv notic jan 4th cell phone found match item number item000111391 excit 1/4 click mail item button paid postag ship cell excit 1/8 receiv email phone found match item number 110147 1/10 call see item would mail soon concern check 1/13 call see item would mail soon told need issu ship label would mail annoy 1/14 call see item would mail soon told need issu ship label would mail annoy 1/15 call see item would mail soon told need issu ship label would mail annoy 1/15 issu ship label 1/15 check track number 1z96y1751298140961 mail yet hope 1/16 check track number 1z96y1751298140961 mail yet sad 1/16 check track number 1z96y1751298140961 mail yet frustrat 1/17 check track number 1z96y1751298140961 mail yet call custom servic hertz given email address day later receiv call custom care told hertz never phone odd consid number email receiv state phone sure someon drop ball sick deal much easier say oh sorri never phone admit lost phone compani go essenti steal cell phone would best inform found iphon beyond annoy hertz custom,negative
decent servic organ orderli car rental area car rental agenc oper larg hub south airport go place opportun rent vett stay vega make great place rent love hertz perform car avail part fun collect - cant much better rental car vega without pay arm leg exot car rental corvett zhz im vett guy car technic outstand - think 450 horsepow 2 seater sport car lot creatur comfort traction handl control - everyth want tool around town stylin strip nice sound system gp individu climat control push button start etc hell lot fun want vega right get thee vett,positive
excel servic staff friendli effici knowledg afford hybrid batteri headlight place go,positive
profession understand honest friendli peopl problem hybrid car definit first place go,positive
great costum servic nice ladi offic knowledg hybrid car help answer question ill definit recommend come back servic,positive
great experi hybrid auto center quick honest need engin fix 2007 toyota camri hybrid definit use need,positive
call repair center see code 2008 ford escap hybrid check engin light hybrid repair center said wouldnt help didnt need anymor work wouldnt take ford hybrid perhap take ford logo webpag,negative
review spot hybrid auto quick effici courteou thorough explan patient question custom servic finest go way help came day shop normal close could get car chang batteri key remot best got priu run hv batteri die paid $300 replac worn cell instead spend 2-3000 $ new batteri didnt hve kind $ hve time save batteri b replac cant say enough pleas check batteri issu may b abl get road without hving brand new batteri either way definit save $-,positive
cant say enough good compani went anoth shop sun auto repair got estim $750 labor diagnos problem includ part came realli close get rip long stori short call hybrid auto told need ab pump put 2006 toyota hybrid said problem $250 labor would diagnos problem charg next day price didnt includ part got car back wish would went 1st guy seem 100% honest think one peopl actual understand make money honest,positive
took priu get check batteri gave owner wife run super honest busi friendlya refresh find industri test expens priu batteri found one bad cell need replac oppos think look major repair return next day coupl hundr $ piggi bank oppos coupl thousand back road wouldnt think twice return honest free assess hybrid relat car issu futur problem aris,positive
guy great know knowledg someth warranti refer dealer rather take money like mani shop,positive
great fast servic check car give honest answer price good would recommend anybodi hybrid vehicl go definit know he car approv mileag im happi thank,positive
got priu fix today quit impress nick owner work busi ethic nick know stuff honest gave answer question took 5 minut hook comput car abl diagnos problem right away two priu batteri cell go bad replac within day even stay bit late pick car best gave fair price dont go dealership end spend car run strong problem look shop servic priu look hybrid auto center wont regret,positive
place rock honest intellig compet fair fast beyond impress expertis ethic busi thank,positive
he serious best vega gone sever time never bs alway honest quick serious know stuff joke dont take car anywher els,positive
oh got red triangl death 2004 150k mile priu local hybrid mechan charg $105 diagnos problem hybrid batteri failur detail offer replac batteri $2900 happili found hybrid auto center nick hook priu comput show voltag resist measur individu cell 28 cell hybrid auto center offer sever option individu cell replac practic new recondit total replac littl $ last longer warranti new $2900 batteri offer garag came 1 year warranti hybrid auto center highest price option come longer warranti fraction cost excel custom servic fast turn around though hope never need servic would definit go back highli recommend hybrid electr vehicl driver,positive
total flake unfortun good job valu time dont wast definit doesnt valu time garrett suppos start car everi week show first time second time show call text say got stuck car plan offer excus contact five hour suppos show bottom line gave anoth chanc caus offer free clean took till next time didnt show never contact nerv call follow week agre miss appt neighborhood car hour told alreadi found reliabl compani im done,negative
cannot recommend immacul enough garrett attent detail amaz realli passion show im get readi sell one vehicl sit driveway year rough shape garrett done liter look brand new especi engin bay wow keep good work garrett wish best luck new locat thank,positive
excel work particular attent detail meticul process worth everi penni first time custom repeat custom,positive
guy detail boat say sit winter mess look like new great job cant wait shiniest boat lake,positive
garrett unbeliev high end qualiti job detail maserati made look drove showroom floor also detail work truck miscellan vehicl treat attent detail next 45 motorhom,positive
realli hate like garret much last month complet blown origin 5 star review keep comment excel profession servic garret straight shooter profess seem attract lot bs artist car tough one - black lot bake water spot spend lot time get right kept price fair got headlight chrome clean garret concern qualiti work custom happi,negative
garrett fantast job clean detail vehicl 2012 subaru wrx sti want make sure paint maintain properli good wash sealant applic ive sever car past rang supra m3 gto etc im somewhat car nut ive also pretti sub par experi mobil detail east valley would charg arm leg $90-$100 would take 1 hour complet job use 1 person im expert math anyth unless 2 arm qualiti detail sure heck take 1 hour know qualiti work take time especi want done right garrett easi work set time 6am start start heat outsid show time 6 introduc start work everyth self contain profession everyth need complet job discuss phone would take 2-3 hour complet detail use polish appli sealant would rather pay someon good money complet job rather half ass job want get done quickli great attent detail even use cut compound remov surfac scratch previous notic overal great experi great qualiti work price especi time take also deal arizona heat highli recommend,positive
garrett fantast job super nice even basic wash make car look brand new best part come conveni especi busi work schedul call come offic realli care great job obtain loyal custom someth wrong weird hard water spot car will go beyond help get rid highli recommend anyon everyon use,positive
found need tow servic daughter car broke one night abl get car push traffic nearest park area ga station wasnt actual design park spot hubbi felt get tow shop someon els decid tow impound know impound wouldv pay least $200 get pay tow top happi $85 quot got efren instant tow prompt courteou handl vehicl care belong famili member follow toyota shop unload car took care everyth quickli effici smoothli wrote invoic hand back key believ compani accept credit card pick cash meet anyway wrote invoic exactli amount quot - extra hidden fee trick compani legit servic outstand,positive
compani came tow car drop tire shop less 1 mike away locat ask $65 phone $5 charg card transact tow person end charg $75 express concern let go go check bank account charg $80 mention car blue flat tire breakdown use definit trustworthi,negative
came rescu 1000 pm middl nowher within hour polit profession get ditch follow make sure car ok would definit use need help,positive
said would 20 min guess whatthey 20 min lock system use everi time need tow driver quick profession,positive
lack knowledg & care guy drive truck 24/7 unload car rip bumper left chain bed hook face said dont pay dont want fuck bumper lol complet joke guy ask boss report said he absolut shit servic tow anyth pleas awar consid guy,negative
guy super nice schedul 330 pm actual arriv minut profession price reason actual help push big heavi truck park space highli recommend thank lot servic,positive
super profession peopl strand california side nevada border guy went tow car car shop reason price highli recommend,positive
guy super nice help wasnt bad price got mom car less 20 min call side freeway came help us would recommend anyon need quick tow great rate,positive
desper fast friendli chang tire wasnt cheap less expens one place call thank reliabl thank,positive
great servic great guy tow car garag father day day realli profession friendli realli quick,positive
serious guy fast nice 3 girl 2 flat tire needless say littl panick got got car load shop close great price great servic highli recommend,positive
got oil chang mother law decid surpris us accident got oil chang next day basic drove 50 km got charg second oil chang went back expect refund understand instead told track mile respons refus refund definit rip took advantag senior citizen care may sold charg addit servic unnecessarili best tri anoth locat,negative
call see wait time might also mention might blown fuse could take look said sure went line instant servic friendli prompt took look issu found right fuse manual went happi total worth drive thank much great servic sens humor,positive
tremend servic fast honest never tri push addit servic even suggest hold chang front diff dealership wouldv done thing hand bill way drove se calgari locat specif keep great work boy,positive
awesom servic gone everi oil chang need sinc open servic tech profession person also need emerg batteri chang wife car jump get problem replac batteri good price,positive
awesom guy great went creeksid locat impress dont hassl lie tri sell thing dont need like place cough cough mr lube even put wiper purchas elsewer friendli funni easi talk great place great peopl definetli go back,positive
went jiffi lube sunridg waythes guy awesometh best custom servic ever 3 guy helpfulpolit pleasur deal definit go futur car servic give 10 star could,positive
car dealership requir appoint oil chang book 3 year advanc look somewher go quickli leav vacat look yelp found lube-x close enough work seem like review good experi greet realli nice guy chat whole time wasnt busi time although troubl match car oil filter one book didnt match although 2011 car 2012 went extra mile call boss go one fit boss seem research home kept call back show air filter told didnt need replac also never tri sell anyth didnt need alway happen minit-lub went year ago happi experi wouldnt hesit go back,positive
guy awesom area new usual pretti quiet mean wait line friendli super fast gave free travel mug window scraper absolut go back mostli quick easi get right away,positive
two major issu done never go back 1 saw tire pressur low oil chang went back look said drive around bit take somewher check dashboard light accur day later chang went ga station put air tire light stay went next oil chang check said problem went back arizona first person went found nail tire jiffi lube didnt see three visit that incompet lazi neither want deal car 2 forgot put cover correctli last oil chang drive cross-countri cover broke halfway complet damag go replac well unfortun abl take receipt back jiffi lube sinc work done three month return champaign also expens place gotten oil chang even coupon offer,negative
first oil chang jiffi lube kia sorento vote tire chang wiper blade problem cost expect place like men work hard-work situat happen older man claim money taken car unfortun one hand total possibl id think forgotten use gave someon ive made accus wrong younger 20 30 manag gave man $10 pocket remedi situat say sternli men wouldnt thing believ could ruin busi realli make men alreadi tough life harder ive end case worker client older man spoke briefli afterward seem like decent man think mistaken alway risk give car anyon especi cant see complaint manag even gave $10 discount lost $20 day pleas custom go back,positive
taken use motor oil year recycl alway friendli happili took oil today rude said would cost $10 buck recycl oil ran road walmart happili recycl oil free import oil retail accept use motor oil recycl shame jiffi lube,negative
sure place low star possibl old review bring rate anyway went jiffi lube morn great servic super fast friendli honest didnt tri sell addit servic didnt need overal great usual get oil chang chicago student get done champaign id definit return,positive
good place oil chang theyr alway abl get littl wait time also onlin coupon discount alway avail worker alway nice pushi tri pressur extra servic keep good work,positive
want tri place sinc close work go back took car standard oil chang told cant chang oil last place differ compani champaign strip screw someth along line go back demand fix didnt want take car back someplac supposedli mess someth first time end take car mechan instead told wrong problem chang oil im sure intent possibl make compani look bad would go back claim mess someth also boyfriend taken car claim sever light bring car home fix there 1 4 claim would ask see light allow fix,negative
fast go recommend easi understand plu stuff chevi need right door open nice lobbi brought bill pay wait couldnt even finish highli recommend,positive
come everi time need oil chang never problem staff friendli get job done fast well isnt much could ask would definit recommend jiffi lube anywher els,positive
rude staff go servic talk like dont know thing vehicl tri push kind addit servic get even rude declin car smell like someon smoke final abl leav unprofession place,negative
wors place town smoke garag area left car smell like ashtray complain guy shrug shoulder said sorri asthma sorri wasnt good enough,negative
2/21/2015 stop get oil chang way home pull greet immedi shown wait area clean restroom complimentari coffe array read materi thorough inspect car alert light serpentin belt begin crack cabin filter look like quit cozi home wild field mice manag abl work great deal abl get taken care 30 minut definit return next oil chang thank much outstand custom servic profession crew display flawlessli,positive
ive taken car oil chang tire rotat everi visit sinc move 6 year ago theyr slightli cheaper dealer sell actual littl less pressur butthey would alway pressur get cabin air filteruntil look onlin saw dirti filter show differ shape differ frame one car stop upsel start perform problem tire tire new start go jiffi lube rotat done tire 30k mile 60k tire know wear earli realli earli becam unbalanc pothol season conveni take car husband long use tire place said tire unevenli worn look like never rotat replac explain poor perform jiffi lube lost custom,negative
compet job true your 30 minut even im fan like nickel dime extra time ive ive person comput breez option without explain cost differ differ type oil infuri thing say someth like recommend get radiat fluid flush x mile would like today clearli see car 15000 mile benchmark would get servic isnt recommend approach custom servic bizarr,negative
lost custom told 2 month late oil changeaccord millag 500 mile go said get oil chang everi 3 month go millag go millag sinc start drive never drive 3000 mile 3 month call around ask couldnt go millag point write everyon told tri get money come often oil chang may femal im stupid dont appreci misl taken advantag return locat anyth,negative
experi jiffi lube awesom jiffi lube late today visit back regular custom jason greet us well right away servic advisor josu approach detail went type oil gonna use lexu made feel right place tyler clean car also attent overal servic staff phenomen job definit two thumb,positive
good excel servic like guy actual job neatli upper lower bay crew like work raptor quick excel servic realli recommend locat excel fast servic good experi definit continu go,positive
watch guy bait switch tri tell 9400 oil chang alway 47 00 oil chang made look previou one ant got caught would recommend turn ini,negative
came simpl oil chang typic locat want spend money non need item told simpl oil chang said would $70 dollar wth said drive lot said want basic oil chang brought $54 plu $10 coupon $44 buck come back establish,negative
went oil chang 20 minut lost coupon look still honor snack cooler fill drink tue custom guy also help find car heat free charg great servic,positive
best oil chang place town honest upfront definit rip custom offer get quickli definit return,positive
horribl manag took car oil chang registr get broke top oil dipstick leav dipstick tube alreadi drain car oil inform drain car oil drive around oil car would take respons state camera garag way prove drain oil dont go jiffi lube especi one horribl servic dont care,negative
quick help inform didnt leav hang need expens oil told put,positive
dont ever come look oil chang bring car get oil chang quit sometim issu last week 5/17/17 notic car make nois decid take dealer oil chang quick inspect mind car 2016 berli mile shouldnt issu guy dealer began chang oil call show much oil miss car origin filter never chang ever trust peopl job bc oil chang 100$ plu turn scam top call tri figur go one manag grant said well call corpor issu bc there way one tell chang oil scammer,negative
pull yesterday quick smog check right close custom servic far better even luxuri car dealership usual go thoroughli impress grant rest staff profession friendli extrem help wait area clean comfort highli recommend jiffi lube,positive
chang oil transmit fluid day real good care truck she older mold lot mile alway will go extra mile help stay road longer,positive
locat terribl took 2 hour oil chang tire rotat ive come 3 year return experi one even apolog wait,negative
im start notic seriou differ servic got jiffi lube back reno vs im get la vega area first experi servic took 45 minut ordinarili wouldnt big deal back reno go use 5-10 minut oil chang caught guard made late back work realli tick though sent wife get oil chang charg $100 didnt know better didnt even think ask didnt find notic charg bank statement,negative
came smog check oil chang second time ive come smog check last month smog guy time one oil chang fine although didnt ask weight want car use synthet allow sever weight didnt reset car oil chang mainten mileag counter soon start car told time anoth oil chang reset ask big deal custom shouldnt ask - right windshield sticker said come back anoth oil chang 5000 mile 15k recommend manufactur car jiffi lube recommend 5k cours theyll make money that common among oil chang place jiffi lube annoy view lie least doesnt build trust someon let help maintain car biggest strike jiffi lube visit oili hand print door left front fender front hood addit right front fender oili mark fender pad shape long rectangl 5 quarter-s circular oil mark middl tri wipe insid shirt oil smear know oil didnt ask clean oil car come dude fwiw afterward stop jiffi smog chevron street smog check quick & painless,negative
two month purchas vehicl got oil chang locat 5 day later engin stop tow shop mechan said 25 quart low jiffi lube said bring differ shop verifi inde fault second shop said couldnt find leak oil come turn engin spun rod bear spin main bear assum oil least enough oil put back engin edit talk mark discuss reason claim deni appreci peopl work hard take time talk specif problem ad star custom servic,negative
jiffi much 2 dock full pull right proceed wait good hour swelter offic basic oil chang shown filter know realli chang coffe magazin mention air condit never ever come,negative
im sit jiffi lube past hour half came simpl oil chang took 45 minut even check anoth 45 minut oil chang still isnt done dont come your look someth quick cant comment price yet havent even gotten bill,negative
first time locat definit regular came oil chang top fluid put air tire vacuum insid wipe window insid custom servic awesom well wish star give exceed expect,positive
pop see time oil chang time crunch fit within 25 min awesom thank guy,positive
get oil chang mani jiffi lube georg took amaz care definit bring car,positive
good store came top georg help nice guy warm greet drove definit back highli recommend store,positive
realli great crew especi georg alway take care alway honest need car make sure car run smoothli leav alway come back locat long live vega,positive
